Name,Studio,Description,Founded,Amount Raised,Crunchbase URL,LinkedIn URL,Website,# Employees,End Customer,Industry,City,State,Country,Status
Enpal,Team Global,Consumer solar system leasing services,2017,$783,https://www.crunchbase.com/organization/enpal,https://www.linkedin.com/company/enpal/about/,https://www.enpal.de,737,Consumer,Renewable Energy,Berlin,,Germany,Active
Miles Mobility,Team Global,Car sharing services,2016,$6,https://www.crunchbase.com/organization/miles-mobility,https://www.linkedin.com/company/miles-mobility/?utm_source=website&utm_medium=footer-linkedin&utm_campaign=social-media,https://miles-mobility.com,95,Consumer,Transportation,Berlin,,Germany,Active
Volocopter,Team Global,Urban air mobility services,2011,$599,https://www.crunchbase.com/organization/volocopter,https://www.linkedin.com/company/volocopter/,https://www.volocopter.com,554,Consumer,Transportation,Bruchsal,,Germany,Active
Follain,Team Launch,Clean curated beauty product retailer,2013,$5,https://www.crunchbase.com/organization/follain,https://www.linkedin.com/company/follain-inc-/,https://www.follain.com/,29,Consumer,Retail,Boston,MA,USA,Active
M. Gemi,Team Launch,Italian luxury fashion product retailer,2015,$82,https://www.crunchbase.com/organization/m-gemi,https://www.linkedin.com/company/m-gemi/,https://www.mgemi.com/,25,Consumer,Retail,Boston,MA,USA,Active
Rockets of Awesome,Team Launch,Kids apparel shopping platform,2015,$49,https://www.crunchbase.com/organization/rockets-of-awesome,https://www.linkedin.com/company/rockets-of-awesome/,https://www.rocketsofawesome.com/,24,Consumer,Retail,New York,NY,USA,Active
Singuli,Team Launch,Inventory optimization platform for commerce,2019,$4,https://www.crunchbase.com/organization/singuli,https://www.linkedin.com/company/singuli/,https://www.singuli.co/,11,Business,Software Development,New York,NY,USA,Active
Trade Coffee,Team Launch,Direct from roasters coffee subscription,2017,$9,https://www.crunchbase.com/organization/trade-coffee,https://www.linkedin.com/company/drinktrade/,https://www.drinktrade.com/,49,Consumer,Food & Bever/e,New York,NY,USA,Active
Motiva AI,The Data Guild,AI adaptive marketing platform,2016,,https://www.crunchbase.com/organization/motiva-2,https://www.linkedin.com/company/motiva.ai/,https://www.motiva.ai/team/,17,Business,Software Development,San Francisco,CA,USA,Active
Superconductive Health,The Data Guild,Connecting health care data systems,2017,$61,https://www.crunchbase.com/organization/superconductive-health,https://www.linkedin.com/company/superconductive-data/,https://www.superconductivehealth.com,56,Business,Software Development,Redwood City,CA,USA,Active
Kinety,The Main Ingredient,Collaborative workspace platform,2021,,,https://www.linkedin.com/company/kinety-app/,https://www.kinety.app/,16,Business,Software Development,Amesterdam,,Netherlands,Active
Startup Calculator,The Main Ingredient,Online tool to help founders understand the cost of their startup,2021,,,,https://startupcalculator.co/,,Business,Software Development,Amesterdam,,Netherlands,Active
Brightloom,The Production Board,Customer segmentation software,2014,$46,https://www.crunchbase.com/organization/eatsa?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/brightloom/,https://www.brightloom.com/,61,Business,Enterprise Software,San Francisco,CA,USA,Active
Cana,The Production Board,Custom beverage machine,2019,$30,https://www.crunchbase.com/organization/cana-technology-inc?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/cana-technology/,https://www.cana.com/,56,Consumer,Bever/e,Redwood City,CA,USA,Active
Culture,The Production Board,Cloud-based bioreactor lab,2016,$102,https://www.crunchbase.com/organization/culture-robotics?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/culture-robotics/,https://www.culturebiosciences.com/,117,Business,Medical,San Francisco,CA,USA,Active
Every,The Production Board,"Animal-free, animal proteins ingredients",2014,$240,https://www.crunchbase.com/organization/clara-foods,https://www.linkedin.com/company/clara-foods/,https://theeverycompany.com,102,Consumer,Food & Bever/e,San Francisco,CA,USA,Active
Frontier Farmland,The Production Board,Farmland investment and management company focused on accelerating the next generation of farm management.,2018,,https://www.crunchbase.com/organization/frontier-farmland,,,,Business,Agriculture,San Francisco,CA,USA,Acquired
Norquin,The Production Board,Quinoa processing company,1994,,https://www.crunchbase.com/organization/norquin,https://www.linkedin.com/company/northern-quinoa-production-corporation/,https://www.quinoa.com,21,Consumer,Agriculture & Farming,Saskatoon,Saskatchewan,Canada,Active
Ohalo,The Production Board,Molecular breeding crop research,2019,,,https://www.linkedin.com/company/ohalo-genetics/,https://www.ohalogenetics.com,32,Business,Ariculture & Farming,Aptos,CA,USA,Active
Pattern Ag,The Production Board,Soil analysis services,2018,$15,https://www.crunchbase.com/organization/pattern-ag/,https://www.linkedin.com/company/pattern-ag/,https://www.pattern.ag/,46,Business,Biotech,Emeryville,CA,USA,Active
Stenon,The Production Board,Soil analysis device,2018,$27,https://www.crunchbase.com/organization/stenon?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/stenon/,https://stenon.io/en/,60,Business,Agriculture,Potsdam,,Germany,Active
Supergut(formerly muniq and formerly urlabs),The Production Board,"Fiber-enriched shakes, snacks, and powder",2019,$8,https://www.crunchbase.com/organization/uplifting-results-labs-ur-labs?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/ur-labs/,https://www.supergut.com/?m_redirect=true,27,Consumer,Health and Wellness,Los Angeles,CA,USA,Active
Tillable,The Production Board,Farm real estate platform,2017,$8,https://www.crunchbase.com/organization/tillable?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/tillable/,https://tillable.com/,25,Business,Real Estate,Chic/o,IL,USA,Active
Triple Bar,The Production Board,Biotechnology research,2019,,https://www.crunchbase.com/organization/triplebar,https://www.linkedin.com/company/triplebar/,https://www.triplebarbio.com,36,Business,Biotech,Emeryville,CA,USA,Active
Uplifting Results Lab,The Production Board,Consumer health and food tech,2019,$8,https://www.crunchbase.com/organization/uplifting-results-labs-ur-labs,,https://www.supergut.com/?m_redirect=true,10,Consumer,Healthcare & Wellness,Los Angeles,CA,USA,Active
UR Labs,The Production Board,Food products to improve gut health,2018,$8,https://www.crunchbase.com/organization/uplifting-results-labs-ur-labs,https://www.linkedin.com/company/ur-labs/,https://www.supergut.com/?m_redirect=true,27,Consumer,Food and Bever/e Services,Los Angeles,CA,USA,Active
Wellio,The Production Board,A.I. to empower people to eat well with grocery shopping and meal planning,2016,,https://www.crunchbase.com/organization/wellio,https://www.linkedin.com/company/wellio/,,4,Business,/riculture,San Francisco,CA,USA,Acquired
Fold,Thesis,Bitcoin management platform and products,2014,$16,https://www.crunchbase.com/organization/card-for-coin,https://www.linkedin.com/company/fold-app/,https://foldapp.com,24,Consumer,Fintech,Atlanta,GA,USA,Active
Keep,Thesis,Privacy layer network for public blockchains,2017,$8,https://www.crunchbase.com/organization/keep-network,https://www.linkedin.com/company/keep-network/,https://keep.network,8,Consumer,Fintech,New York,NY,USA,Active
Saddle,Thesis,Automated market maker for trading crypto,2020,$12,https://www.crunchbase.com/organization/saddle-finance,https://www.linkedin.com/company/saddlefinance/,https://saddle.finance/#/,19,Consumer,Fintech,San Francisco,CA,USA,Active
Cadence,Thrive Capital,Remote patient monitoring and healthcare,2020,$141,https://www.crunchbase.com/organization/cadence-solutions,https://www.linkedin.com/company/cadencerpm/,https://www.cadence.care,91,Business,Healthcare & Wellness,New York,NY,USA,Active
Cadre,Thrive Capital,Commercial real estate investing digital marketplace,2014,$133,https://www.crunchbase.com/organization/cadre-2,https://www.linkedin.com/company/cadrere/,https://cadre.com,175,Business,Fintech,New York,NY,USA,Active
Capsule,Thrive Capital,Online pharmacy service platform,2016,$570,https://www.crunchbase.com/organization/capsule-3,https://www.linkedin.com/company/capsule-co/,https://capsule.com,971,Consumer,Healthcare & Wellness,New York,NY,USA,Active
Cedar,Thrive Capital,Patient payments system for healthcare,2016,$351,https://www.crunchbase.com/organization/cedar-0db2,https://www.linkedin.com/company/cedar-inc./,http://www.cedar.com/,521,Business,Fintech,New York,NY,USA,Active
Garner Health,Thrive Capital,Doctor search platform,2019,$61,https://www.crunchbase.com/organization/garner-health,https://www.linkedin.com/company/getgarner/,https://www.getgarner.com,87,Consumer,Healthcare & Wellness,New York,NY,USA,Active
Imprint,Thrive Capital,Full stack payment and loyalty platform,2020,$52,https://www.crunchbase.com/organization/imprint-cd0f,https://www.linkedin.com/company/imprint-payments/,https://www.imprint.co,76,Business,Fintech,New York,NY,USA,Active
Nava,Thrive Capital,Modern benefits package brokerage,2019,$60,https://www.crunchbase.com/organization/nava-038f,https://www.linkedin.com/company/nava-benefits/,https://www.navabenefits.com,76,Business,Insurance,New York,NY,USA,Active
Oscar,Thrive Capital,"Health insurance company for individuals, small groups",2012,"$1,600",https://www.crunchbase.com/organization/oscar,https://www.linkedin.com/company/oscar-health/,https://www.hioscar.com/careers,2029,Consumer,Insurance,New York,NY,USA,Active
Scope Security,Thrive Capital,Health system cybersecurity,2019,$38,https://www.crunchbase.com/organization/scope-security,https://www.linkedin.com/company/scope-security/,https://scopesecurity.com,25,Business,Software Development,New York,NY,USA,Active
The Browser Company,Thrive Capital,Enhanced modern web browser,2019,$18,https://www.crunchbase.com/organization/the-browser-company,https://www.linkedin.com/company/the-browser-company/,https://thebrowser.company,40,Consumer,Software Development,New York,NY,USA,Active
Eatigo,Timeal,Restaurant reservation platform in Asia,2013,$26,https://www.crunchbase.com/organization/eatigo,https://www.linkedin.com/company/eatigo/,https://eatigo.com,114,Consumer,Software Development,Bangkok,,Thailand,Active
Eldorado,Timeal,Digital funding raising platform for startups,2017,,https://www.crunchbase.com/organization/eldorado-563b,https://www.linkedin.com/company/eldorado-money/,https://eldorado.co,28,Business,Software Development,Paris,,France,Active
GeoMail,Timeal,Software to build target email lists,2016,,https://www.crunchbase.com/organization/geomail,https://www.linkedin.com/company/geomail/,https://geomail.io,4,Business,Software Development,Paris,,France,Active
Les Pepites Tech,Timeal,French tech community online platform,2015,,https://www.crunchbase.com/organization/les-pepites-tech,https://www.linkedin.com/company/lespepitestech/,https://lespepitestech.com,7,Consumer,Software Development,Paris,,France,Active
Hopper HQ,Turn Partners,Social media scheduling tool,2015,,https://www.crunchbase.com/organization/hopper-uk,https://www.linkedin.com/company/hopper-hq-ltd/,https://www.hopperhq.com,9,Consumer,Software Development,London,,England,Active
Hidden Innovators,Two Ravens,"Tools, process to fuel innovation for companies",2018,,,https://www.linkedin.com/company/hidden-innovators/,https://hiddeninnovators.co,4,Business,Education,Birmingham,AL,USA,Active
Yente,Two Ravens,Car buying search service,2019,,,https://www.linkedin.com/company/yente/,https://yente.club,2,Consumer,Automotive,Birmingham,AL,USA,Active
Cryptolina,Unboxed Venture Studio,Conference for blockchain tech,2014,,,https://www.linkedin.com/company/cryptolina/,https://cryptolina.io,2,Consumer,Event Services,Raleigh,NC,USA,Active
Emblem Vault,Unboxed Venture Studio,Decentralized token for blockchain,2019,,https://www.crunchbase.com/organization/emblem-vault,https://www.linkedin.com/company/emblem-vault/,https://circuitsofvalue.com,2,Consumer,Fintech,Durham,NC,USA,Active
Smashing Boxes,Unboxed Venture Studio,Design centered software development,2010,,https://www.crunchbase.com/organization/smashing-boxes,https://www.linkedin.com/company/smashing-boxes/,http://www.smashingboxes.com/,5,Business,Software Development,Durham,NC,USA,Active
Warp News,Unboxed Venture Studio,Fact based news feed for tech,2020,$0,https://www.crunchbase.com/organization/warp-news,https://www.linkedin.com/company/warp-news/,http://warpnews.org/,8,Consumer,Software Development,Norrkoping,,Sweden,Active
Calm,Undefined,Relaxation app,2012,$218,https://www.crunchbase.com/organization/calm-com?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/calm-com/,https://www.calm.com/,587,Consumer,Health and wellness,San Francisco,CA,USA,Active
Cricket Health,Undefined,Kidney healthcare platform,2015,$111,https://www.crunchbase.com/organization/crickethealth?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/cricket-health-inc/,https://www.crickethealth.com/,203,Consumer,Healthcare,San Francisco,CA,USA,Active
